model	task	template	fewshot	seed	postproc	timestamp	filename	COMET
bloom-1b7	wmt14_hi_en	version-hi-en-target	1	1234	newline-cut-custom-truncate	2022-09-14T17_58_00	examples.model=bloom-1b7.task=wmt14_hi_en.templates=version-hi-en-target.fewshot=1.seed=1234.timestamp=2022-09-14T17_58_00.newline-cut-custom-truncate.tsv	-0.4382
bloom-1b7	wmt14_hi_en	version-hi-en-target	1	1234	newline-cut	2022-09-14T17_58_00	examples.model=bloom-1b7.task=wmt14_hi_en.templates=version-hi-en-target.fewshot=1.seed=1234.timestamp=2022-09-14T17_58_00.newline-cut.tsv	-0.4371
bloom-1b7	wmt14_hi_en	version-hi-en-target	1	1234		2022-09-14T17_58_00	examples.model=bloom-1b7.task=wmt14_hi_en.templates=version-hi-en-target.fewshot=1.seed=1234.timestamp=2022-09-14T17_58_00.tsv	-0.5106
bloom-1b7	wmt14_hi_en	xglm-en-hi-source+target	1	1234	newline-cut-custom-truncate	2022-12-31T12_05_59	examples.model=bloom-1b7.task=wmt14_hi_en.templates=xglm-en-hi-source+target.fewshot=1.seed=1234.timestamp=2022-12-31T12_05_59.newline-cut-custom-truncate.tsv	-0.3775
bloom-1b7	wmt14_hi_en	xglm-en-hi-source+target	1	1234	newline-cut	2022-12-31T12_05_59	examples.model=bloom-1b7.task=wmt14_hi_en.templates=xglm-en-hi-source+target.fewshot=1.seed=1234.timestamp=2022-12-31T12_05_59.newline-cut.tsv	-0.3977
bloom-1b7	wmt14_hi_en	xglm-en-hi-source+target	1	1234		2022-12-31T12_05_59	examples.model=bloom-1b7.task=wmt14_hi_en.templates=xglm-en-hi-source+target.fewshot=1.seed=1234.timestamp=2022-12-31T12_05_59.tsv	-0.4569
bloom-1b7	wmt14_hi_en	xglm-en-hi-target	1	1234	newline-cut-custom-truncate	2022-09-14T17_58_00	examples.model=bloom-1b7.task=wmt14_hi_en.templates=xglm-en-hi-target.fewshot=1.seed=1234.timestamp=2022-09-14T17_58_00.newline-cut-custom-truncate.tsv	-1.1279
bloom-1b7	wmt14_hi_en	xglm-en-hi-target	1	1234	newline-cut	2022-09-14T17_58_00	examples.model=bloom-1b7.task=wmt14_hi_en.templates=xglm-en-hi-target.fewshot=1.seed=1234.timestamp=2022-09-14T17_58_00.newline-cut.tsv	-1.1525
bloom-1b7	wmt14_hi_en	xglm-en-hi-target	1	1234		2022-09-14T17_58_00	examples.model=bloom-1b7.task=wmt14_hi_en.templates=xglm-en-hi-target.fewshot=1.seed=1234.timestamp=2022-09-14T17_58_00.tsv	-1.2314
bloom-1b7	wmt14_hi_en	xglm-hi-en-source+target	1	1234	newline-cut-custom-truncate	2023-01-03T22_44_56	examples.model=bloom-1b7.task=wmt14_hi_en.templates=xglm-hi-en-source+target.fewshot=1.seed=1234.timestamp=2023-01-03T22_44_56.newline-cut-custom-truncate.tsv	-0.3331
bloom-1b7	wmt14_hi_en	xglm-hi-en-source+target	1	1234	newline-cut	2023-01-03T22_44_56	examples.model=bloom-1b7.task=wmt14_hi_en.templates=xglm-hi-en-source+target.fewshot=1.seed=1234.timestamp=2023-01-03T22_44_56.newline-cut.tsv	-0.3501
bloom-1b7	wmt14_hi_en	xglm-hi-en-source+target	1	1234		2023-01-03T22_44_56	examples.model=bloom-1b7.task=wmt14_hi_en.templates=xglm-hi-en-source+target.fewshot=1.seed=1234.timestamp=2023-01-03T22_44_56.tsv	-0.4612
bloom-1b7	wmt14_hi_en	xglm-hi-en-target	1	1234	newline-cut-custom-truncate	2022-09-14T18_01_40	examples.model=bloom-1b7.task=wmt14_hi_en.templates=xglm-hi-en-target.fewshot=1.seed=1234.timestamp=2022-09-14T18_01_40.newline-cut-custom-truncate.tsv	-0.8288
bloom-1b7	wmt14_hi_en	xglm-hi-en-target	1	1234	newline-cut	2022-09-14T18_01_40	examples.model=bloom-1b7.task=wmt14_hi_en.templates=xglm-hi-en-target.fewshot=1.seed=1234.timestamp=2022-09-14T18_01_40.newline-cut.tsv	-0.8398
bloom-1b7	wmt14_hi_en	xglm-hi-en-target	1	1234		2022-09-14T18_01_40	examples.model=bloom-1b7.task=wmt14_hi_en.templates=xglm-hi-en-target.fewshot=1.seed=1234.timestamp=2022-09-14T18_01_40.tsv	-1.1789
bloom-3b	wmt14_hi_en	a_good_translation-en-hi-source+target	1	1234	newline-cut-custom-truncate	2022-09-14T19_08_50	examples.model=bloom-3b.task=wmt14_hi_en.templates=a_good_translation-en-hi-source+target.fewshot=1.seed=1234.timestamp=2022-09-14T19_08_50.newline-cut-custom-truncate.tsv	-0.2714
bloom-3b	wmt14_hi_en	a_good_translation-en-hi-source+target	1	1234	newline-cut	2022-09-14T19_08_50	examples.model=bloom-3b.task=wmt14_hi_en.templates=a_good_translation-en-hi-source+target.fewshot=1.seed=1234.timestamp=2022-09-14T19_08_50.newline-cut.tsv	-0.2703
bloom-3b	wmt14_hi_en	a_good_translation-en-hi-source+target	1	1234		2022-09-14T19_08_50	examples.model=bloom-3b.task=wmt14_hi_en.templates=a_good_translation-en-hi-source+target.fewshot=1.seed=1234.timestamp=2022-09-14T19_08_50.tsv	-0.2732
bloom-3b	wmt14_hi_en	a_good_translation-en-hi-target	1	1234	newline-cut-custom-truncate	2022-09-14T18_59_28	examples.model=bloom-3b.task=wmt14_hi_en.templates=a_good_translation-en-hi-target.fewshot=1.seed=1234.timestamp=2022-09-14T18_59_28.newline-cut-custom-truncate.tsv	-0.4135
bloom-3b	wmt14_hi_en	a_good_translation-en-hi-target	1	1234	newline-cut	2022-09-14T18_59_28	examples.model=bloom-3b.task=wmt14_hi_en.templates=a_good_translation-en-hi-target.fewshot=1.seed=1234.timestamp=2022-09-14T18_59_28.newline-cut.tsv	-0.4109
bloom-3b	wmt14_hi_en	a_good_translation-en-hi-target	1	1234		2022-09-14T18_59_28	examples.model=bloom-3b.task=wmt14_hi_en.templates=a_good_translation-en-hi-target.fewshot=1.seed=1234.timestamp=2022-09-14T18_59_28.tsv	-0.4135
bloom-3b	wmt14_hi_en	a_good_translation-hi-en-source+target	1	1234	newline-cut-custom-truncate	2022-09-14T19_41_14	examples.model=bloom-3b.task=wmt14_hi_en.templates=a_good_translation-hi-en-source+target.fewshot=1.seed=1234.timestamp=2022-09-14T19_41_14.newline-cut-custom-truncate.tsv	-0.0278
bloom-3b	wmt14_hi_en	a_good_translation-hi-en-source+target	1	1234	newline-cut	2022-09-14T19_41_14	examples.model=bloom-3b.task=wmt14_hi_en.templates=a_good_translation-hi-en-source+target.fewshot=1.seed=1234.timestamp=2022-09-14T19_41_14.newline-cut.tsv	-0.0275
bloom-3b	wmt14_hi_en	a_good_translation-hi-en-source+target	1	1234		2022-09-14T19_41_14	examples.model=bloom-3b.task=wmt14_hi_en.templates=a_good_translation-hi-en-source+target.fewshot=1.seed=1234.timestamp=2022-09-14T19_41_14.tsv	-0.0318
bloom-3b	wmt14_hi_en	a_good_translation-hi-en-target	1	1234	newline-cut-custom-truncate	2022-09-14T19_32_52	examples.model=bloom-3b.task=wmt14_hi_en.templates=a_good_translation-hi-en-target.fewshot=1.seed=1234.timestamp=2022-09-14T19_32_52.newline-cut-custom-truncate.tsv	-0.0996
bloom-3b	wmt14_hi_en	a_good_translation-hi-en-target	1	1234	newline-cut	2022-09-14T19_32_52	examples.model=bloom-3b.task=wmt14_hi_en.templates=a_good_translation-hi-en-target.fewshot=1.seed=1234.timestamp=2022-09-14T19_32_52.newline-cut.tsv	-0.0991
bloom-3b	wmt14_hi_en	a_good_translation-hi-en-target	1	1234		2022-09-14T19_32_52	examples.model=bloom-3b.task=wmt14_hi_en.templates=a_good_translation-hi-en-target.fewshot=1.seed=1234.timestamp=2022-09-14T19_32_52.tsv	-0.1081
bloom-3b	wmt14_hi_en	gpt-3-en-hi-target	1	1234	newline-cut-custom-truncate	2022-09-14T19_48_11	examples.model=bloom-3b.task=wmt14_hi_en.templates=gpt-3-en-hi-target.fewshot=1.seed=1234.timestamp=2022-09-14T19_48_11.newline-cut-custom-truncate.tsv	-1.9466
bloom-3b	wmt14_hi_en	gpt-3-en-hi-target	1	1234	newline-cut	2022-09-14T19_48_11	examples.model=bloom-3b.task=wmt14_hi_en.templates=gpt-3-en-hi-target.fewshot=1.seed=1234.timestamp=2022-09-14T19_48_11.newline-cut.tsv	-1.9462
bloom-3b	wmt14_hi_en	gpt-3-en-hi-target	1	1234		2022-09-14T19_48_11	examples.model=bloom-3b.task=wmt14_hi_en.templates=gpt-3-en-hi-target.fewshot=1.seed=1234.timestamp=2022-09-14T19_48_11.tsv	-1.9593
bloom-3b	wmt14_hi_en	gpt-3-hi-en-target	1	1234	newline-cut-custom-truncate	2022-09-14T19_48_11	examples.model=bloom-3b.task=wmt14_hi_en.templates=gpt-3-hi-en-target.fewshot=1.seed=1234.timestamp=2022-09-14T19_48_11.newline-cut-custom-truncate.tsv	-1.4531
bloom-3b	wmt14_hi_en	gpt-3-hi-en-target	1	1234	newline-cut	2022-09-14T19_48_11	examples.model=bloom-3b.task=wmt14_hi_en.templates=gpt-3-hi-en-target.fewshot=1.seed=1234.timestamp=2022-09-14T19_48_11.newline-cut.tsv	-1.4531
bloom-3b	wmt14_hi_en	gpt-3-hi-en-target	1	1234		2022-09-14T19_48_11	examples.model=bloom-3b.task=wmt14_hi_en.templates=gpt-3-hi-en-target.fewshot=1.seed=1234.timestamp=2022-09-14T19_48_11.tsv	-1.4542
bloom-3b	wmt14_hi_en	version-en-hi-target	1	1234	newline-cut-custom-truncate	2022-09-14T18_45_58	examples.model=bloom-3b.task=wmt14_hi_en.templates=version-en-hi-target.fewshot=1.seed=1234.timestamp=2022-09-14T18_45_58.newline-cut-custom-truncate.tsv	-0.3877
bloom-3b	wmt14_hi_en	version-en-hi-target	1	1234	newline-cut	2022-09-14T18_45_58	examples.model=bloom-3b.task=wmt14_hi_en.templates=version-en-hi-target.fewshot=1.seed=1234.timestamp=2022-09-14T18_45_58.newline-cut.tsv	-0.3874
bloom-3b	wmt14_hi_en	version-en-hi-target	1	1234		2022-09-14T18_45_58	examples.model=bloom-3b.task=wmt14_hi_en.templates=version-en-hi-target.fewshot=1.seed=1234.timestamp=2022-09-14T18_45_58.tsv	-0.3878
bloom-3b	wmt14_hi_en	version-hi-en-target	1	1234	newline-cut-custom-truncate	2022-09-14T19_25_12	examples.model=bloom-3b.task=wmt14_hi_en.templates=version-hi-en-target.fewshot=1.seed=1234.timestamp=2022-09-14T19_25_12.newline-cut-custom-truncate.tsv	0.0156
bloom-3b	wmt14_hi_en	version-hi-en-target	1	1234	newline-cut	2022-09-14T19_25_12	examples.model=bloom-3b.task=wmt14_hi_en.templates=version-hi-en-target.fewshot=1.seed=1234.timestamp=2022-09-14T19_25_12.newline-cut.tsv	0.0163
bloom-3b	wmt14_hi_en	version-hi-en-target	1	1234		2022-09-14T19_25_12	examples.model=bloom-3b.task=wmt14_hi_en.templates=version-hi-en-target.fewshot=1.seed=1234.timestamp=2022-09-14T19_25_12.tsv	0.0099
bloom-3b	wmt14_hi_en	xglm-en-hi-source+target	1	1234	newline-cut-custom-truncate	2022-12-31T12_05_59	examples.model=bloom-3b.task=wmt14_hi_en.templates=xglm-en-hi-source+target.fewshot=1.seed=1234.timestamp=2022-12-31T12_05_59.newline-cut-custom-truncate.tsv	-0.0525
